label,n_true,phi_true,seed,ok,wall_s,csv
rich0211_n0832_phi216,0.832,21.58,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0211_n0832_phi216_seed0.csv
rich0211_n0832_phi216,0.832,21.58,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0211_n0832_phi216_seed1.csv
rich0212_n0833_phi162,0.833,16.16,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0212_n0833_phi162_seed0.csv
rich0212_n0833_phi162,0.833,16.16,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0212_n0833_phi162_seed1.csv
rich0213_n0835_phi181,0.835,18.14,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0213_n0835_phi181_seed0.csv
rich0213_n0835_phi181,0.835,18.14,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0213_n0835_phi181_seed1.csv
rich0214_n0837_phi145,0.837,14.49,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0214_n0837_phi145_seed0.csv
rich0214_n0837_phi145,0.837,14.49,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0214_n0837_phi145_seed1.csv
rich0215_n0837_phi224,0.837,22.42,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0215_n0837_phi224_seed0.csv
rich0215_n0837_phi224,0.837,22.42,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0215_n0837_phi224_seed1.csv
rich0216_n0838_phi143,0.838,14.32,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0216_n0838_phi143_seed0.csv
rich0216_n0838_phi143,0.838,14.32,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0216_n0838_phi143_seed1.csv
rich0217_n0840_phi242,0.840,24.19,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0217_n0840_phi242_seed0.csv
rich0217_n0840_phi242,0.840,24.19,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0217_n0840_phi242_seed1.csv
rich0218_n0842_phi209,0.842,20.91,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0218_n0842_phi209_seed0.csv
rich0218_n0842_phi209,0.842,20.91,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0218_n0842_phi209_seed1.csv
rich0219_n0843_phi201,0.843,20.05,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0219_n0843_phi201_seed0.csv
rich0219_n0843_phi201,0.843,20.05,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0219_n0843_phi201_seed1.csv
rich0220_n0844_phi247,0.844,24.69,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0220_n0844_phi247_seed0.csv
rich0220_n0844_phi247,0.844,24.69,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0220_n0844_phi247_seed1.csv
rich0221_n0845_phi227,0.845,22.71,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0221_n0845_phi227_seed0.csv
rich0221_n0845_phi227,0.845,22.71,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0221_n0845_phi227_seed1.csv
rich0222_n0846_phi199,0.846,19.91,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0222_n0846_phi199_seed0.csv
rich0222_n0846_phi199,0.846,19.91,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0222_n0846_phi199_seed1.csv
rich0223_n0849_phi146,0.849,14.59,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0223_n0849_phi146_seed0.csv
rich0223_n0849_phi146,0.849,14.59,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0223_n0849_phi146_seed1.csv
rich0224_n0849_phi208,0.849,20.80,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0224_n0849_phi208_seed0.csv
rich0224_n0849_phi208,0.849,20.80,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0224_n0849_phi208_seed1.csv
rich0225_n0851_phi220,0.851,21.96,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0225_n0851_phi220_seed0.csv
rich0225_n0851_phi220,0.851,21.96,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0225_n0851_phi220_seed1.csv
rich0226_n0852_phi268,0.852,26.78,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0226_n0852_phi268_seed0.csv
rich0226_n0852_phi268,0.852,26.78,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0226_n0852_phi268_seed1.csv
rich0227_n0853_phi142,0.853,14.20,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0227_n0853_phi142_seed0.csv
rich0227_n0853_phi142,0.853,14.20,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0227_n0853_phi142_seed1.csv
rich0228_n0855_phi219,0.855,21.85,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0228_n0855_phi219_seed0.csv
rich0228_n0855_phi219,0.855,21.85,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0228_n0855_phi219_seed1.csv
rich0229_n0856_phi189,0.856,18.90,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0229_n0856_phi189_seed0.csv
rich0229_n0856_phi189,0.856,18.90,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0229_n0856_phi189_seed1.csv
rich0230_n0857_phi185,0.857,18.54,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0230_n0857_phi185_seed0.csv
rich0230_n0857_phi185,0.857,18.54,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0230_n0857_phi185_seed1.csv
rich0231_n0858_phi133,0.858,13.28,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0231_n0858_phi133_seed0.csv
rich0231_n0858_phi133,0.858,13.28,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0231_n0858_phi133_seed1.csv
rich0232_n0859_phi260,0.859,26.01,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0232_n0859_phi260_seed0.csv
rich0232_n0859_phi260,0.859,26.01,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0232_n0859_phi260_seed1.csv
rich0233_n0862_phi237,0.862,23.70,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0233_n0862_phi237_seed0.csv
rich0233_n0862_phi237,0.862,23.70,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0233_n0862_phi237_seed1.csv
rich0234_n0863_phi123,0.863,12.35,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0234_n0863_phi123_seed0.csv
rich0234_n0863_phi123,0.863,12.35,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0234_n0863_phi123_seed1.csv
rich0235_n0864_phi148,0.864,14.76,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0235_n0864_phi148_seed0.csv
rich0235_n0864_phi148,0.864,14.76,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0235_n0864_phi148_seed1.csv
rich0236_n0865_phi151,0.865,15.10,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0236_n0865_phi151_seed0.csv
rich0236_n0865_phi151,0.865,15.10,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0236_n0865_phi151_seed1.csv
rich0237_n0866_phi279,0.866,27.94,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0237_n0866_phi279_seed0.csv
rich0237_n0866_phi279,0.866,27.94,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0237_n0866_phi279_seed1.csv
rich0240_n0871_phi268,0.871,26.75,0,0,17.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0240_n0871_phi268_seed0.csv
rich0238_n0867_phi186,0.867,18.59,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0238_n0867_phi186_seed0.csv
rich0238_n0867_phi186,0.867,18.59,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0238_n0867_phi186_seed1.csv
rich0239_n0869_phi140,0.869,13.98,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0239_n0869_phi140_seed0.csv
rich0239_n0869_phi140,0.869,13.98,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0239_n0869_phi140_seed1.csv
rich0241_n0872_phi220,0.872,22.00,0,0,17.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0241_n0872_phi220_seed0.csv
rich0240_n0871_phi268,0.871,26.75,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0240_n0871_phi268_seed1.csv
rich0241_n0872_phi220,0.872,22.00,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0241_n0872_phi220_seed1.csv
rich0242_n0873_phi212,0.873,21.21,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0242_n0873_phi212_seed0.csv
rich0242_n0873_phi212,0.873,21.21,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0242_n0873_phi212_seed1.csv
rich0243_n0874_phi144,0.874,14.45,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0243_n0874_phi144_seed0.csv
rich0243_n0874_phi144,0.874,14.45,1,1,32.2,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0243_n0874_phi144_seed1.csv
rich0244_n0876_phi243,0.876,24.29,0,1,32.2,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0244_n0876_phi243_seed0.csv
rich0244_n0876_phi243,0.876,24.29,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0244_n0876_phi243_seed1.csv
rich0245_n0877_phi243,0.877,24.26,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0245_n0877_phi243_seed0.csv
rich0245_n0877_phi243,0.877,24.26,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0245_n0877_phi243_seed1.csv
rich0246_n0878_phi251,0.878,25.14,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0246_n0878_phi251_seed0.csv
rich0246_n0878_phi251,0.878,25.14,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0246_n0878_phi251_seed1.csv
rich0247_n0880_phi177,0.880,17.73,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0247_n0880_phi177_seed0.csv
rich0247_n0880_phi177,0.880,17.73,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0247_n0880_phi177_seed1.csv
rich0248_n0882_phi188,0.882,18.78,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0248_n0882_phi188_seed0.csv
rich0248_n0882_phi188,0.882,18.78,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0248_n0882_phi188_seed1.csv
rich0249_n0883_phi172,0.883,17.23,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0249_n0883_phi172_seed0.csv
rich0249_n0883_phi172,0.883,17.23,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0249_n0883_phi172_seed1.csv
rich0250_n0884_phi263,0.884,26.27,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0250_n0884_phi263_seed0.csv
rich0250_n0884_phi263,0.884,26.27,1,1,32.5,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0250_n0884_phi263_seed1.csv
rich0251_n0885_phi122,0.885,12.16,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0251_n0885_phi122_seed0.csv
rich0251_n0885_phi122,0.885,12.16,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0251_n0885_phi122_seed1.csv
rich0252_n0887_phi225,0.887,22.53,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0252_n0887_phi225_seed0.csv
rich0252_n0887_phi225,0.887,22.53,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0252_n0887_phi225_seed1.csv
rich0253_n0888_phi240,0.888,23.98,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0253_n0888_phi240_seed0.csv
rich0253_n0888_phi240,0.888,23.98,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0253_n0888_phi240_seed1.csv
rich0254_n0890_phi280,0.890,27.97,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0254_n0890_phi280_seed0.csv
rich0254_n0890_phi280,0.890,27.97,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0254_n0890_phi280_seed1.csv
rich0255_n0891_phi139,0.891,13.86,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0255_n0891_phi139_seed0.csv
rich0255_n0891_phi139,0.891,13.86,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0255_n0891_phi139_seed1.csv
rich0256_n0892_phi205,0.892,20.54,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0256_n0892_phi205_seed0.csv
rich0256_n0892_phi205,0.892,20.54,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0256_n0892_phi205_seed1.csv
rich0257_n0894_phi240,0.894,24.02,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0257_n0894_phi240_seed0.csv
rich0257_n0894_phi240,0.894,24.02,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0257_n0894_phi240_seed1.csv
rich0258_n0895_phi203,0.895,20.29,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0258_n0895_phi203_seed0.csv
rich0258_n0895_phi203,0.895,20.29,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0258_n0895_phi203_seed1.csv
rich0259_n0896_phi189,0.896,18.88,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0259_n0896_phi189_seed0.csv
rich0259_n0896_phi189,0.896,18.88,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0259_n0896_phi189_seed1.csv
rich0260_n0897_phi132,0.897,13.19,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0260_n0897_phi132_seed0.csv
rich0260_n0897_phi132,0.897,13.19,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0260_n0897_phi132_seed1.csv
rich0261_n0899_phi249,0.899,24.86,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0261_n0899_phi249_seed0.csv
rich0261_n0899_phi249,0.899,24.86,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0261_n0899_phi249_seed1.csv
rich0262_n0900_phi254,0.900,25.39,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0262_n0900_phi254_seed0.csv
rich0262_n0900_phi254,0.900,25.39,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0262_n0900_phi254_seed1.csv
rich0263_n0901_phi251,0.901,25.12,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0263_n0901_phi251_seed0.csv
rich0263_n0901_phi251,0.901,25.12,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0263_n0901_phi251_seed1.csv
rich0264_n0902_phi257,0.902,25.71,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0264_n0902_phi257_seed0.csv
rich0264_n0902_phi257,0.902,25.71,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0264_n0902_phi257_seed1.csv
rich0265_n0904_phi255,0.904,25.51,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0265_n0904_phi255_seed0.csv
rich0265_n0904_phi255,0.904,25.51,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0265_n0904_phi255_seed1.csv
rich0266_n0905_phi210,0.905,20.99,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0266_n0905_phi210_seed0.csv
rich0266_n0905_phi210,0.905,20.99,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0266_n0905_phi210_seed1.csv
rich0267_n0906_phi252,0.906,25.21,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0267_n0906_phi252_seed0.csv
rich0267_n0906_phi252,0.906,25.21,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0267_n0906_phi252_seed1.csv
rich0268_n0908_phi187,0.908,18.70,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0268_n0908_phi187_seed0.csv
rich0268_n0908_phi187,0.908,18.70,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0268_n0908_phi187_seed1.csv
rich0269_n0910_phi140,0.910,13.97,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0269_n0910_phi140_seed0.csv
rich0269_n0910_phi140,0.910,13.97,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0269_n0910_phi140_seed1.csv
rich0270_n0910_phi202,0.910,20.20,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0270_n0910_phi202_seed0.csv
rich0270_n0910_phi202,0.910,20.20,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0270_n0910_phi202_seed1.csv
rich0271_n0912_phi199,0.912,19.87,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0271_n0912_phi199_seed0.csv
rich0271_n0912_phi199,0.912,19.87,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0271_n0912_phi199_seed1.csv
rich0272_n0913_phi262,0.913,26.16,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0272_n0913_phi262_seed0.csv
rich0272_n0913_phi262,0.913,26.16,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0272_n0913_phi262_seed1.csv
rich0273_n0914_phi261,0.914,26.10,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0273_n0914_phi261_seed0.csv
rich0273_n0914_phi261,0.914,26.10,1,1,32.2,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0273_n0914_phi261_seed1.csv
rich0274_n0916_phi226,0.916,22.62,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0274_n0916_phi226_seed0.csv
rich0274_n0916_phi226,0.916,22.62,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0274_n0916_phi226_seed1.csv
rich0275_n0917_phi133,0.917,13.32,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0275_n0917_phi133_seed0.csv
rich0275_n0917_phi133,0.917,13.32,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0275_n0917_phi133_seed1.csv
rich0276_n0919_phi263,0.919,26.33,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0276_n0919_phi263_seed0.csv
rich0276_n0919_phi263,0.919,26.33,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0276_n0919_phi263_seed1.csv
rich0277_n0920_phi142,0.920,14.25,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0277_n0920_phi142_seed0.csv
rich0277_n0920_phi142,0.920,14.25,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0277_n0920_phi142_seed1.csv
rich0278_n0922_phi158,0.922,15.84,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0278_n0922_phi158_seed0.csv
rich0278_n0922_phi158,0.922,15.84,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0278_n0922_phi158_seed1.csv
rich0279_n0923_phi184,0.923,18.36,0,1,32.6,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0279_n0923_phi184_seed0.csv
rich0279_n0923_phi184,0.923,18.36,1,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0279_n0923_phi184_seed1.csv
rich0280_n0924_phi174,0.924,17.42,0,1,32.4,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0280_n0924_phi174_seed0.csv
rich0280_n0924_phi174,0.924,17.42,1,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0280_n0924_phi174_seed1.csv
rich0281_n0925_phi192,0.925,19.22,0,1,32.3,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Teleop/data/terrain_traces_rich/rich0281_n0925_phi192_seed0.csv
